YYYY-MM-DD       JulianDate          Filter  Target
2018-10-04       2458396.29641       R       ES2344+514  
2018-10-04       2458396.32071       R       OJ248       
2018-10-04       2458396.32300       R       OJ248       
2018-10-04       2458396.32536       R       OJ287       
2018-10-04       2458396.32765       R       OJ287       
2018-10-04       2458396.33031       R       OJ49        
2018-10-04       2458396.33260       R       OJ49        
2018-10-04       2458396.31574       R       PKS0735+17  
2018-10-04       2458396.31806       R       PKS0735+17  
2018-10-04       2458396.34035       R       S4_0954+65  
2018-10-04       2458396.31030       R       S5_0716+71  
2018-10-04       2458396.31260       R       S5_0716+71  
2018-10-05       2458397.18770       R       3C454-3     
2018-10-05       2458397.19000       R       3C454-3     
2018-10-05       2458397.20383       R       3C66A       
2018-10-05       2458397.20616       R       3C66A       
2018-10-05       2458397.37534       R       3C66A       
2018-10-05       2458397.37765       R       3C66A       
2018-10-05       2458397.24362       R       4C71-07     
2018-10-05       2458397.20949       R       AO0235+16   
2018-10-05       2458397.21179       R       AO0235+16   
2018-10-05       2458397.38039       R       AO0235+16   
2018-10-05       2458397.38269       R       AO0235+16   
2018-10-05       2458397.19784       R       ES2344+514  
2018-10-05       2458397.20015       R       ES2344+514  
2018-10-05       2458397.19280       R       BL-Lacertae  
2018-10-05       2458397.19509       R       BL-Lacertae  
2018-10-05       2458397.21507       R       S5_0716+71  
2018-10-14       2458406.10122       R       3C371       
2018-10-14       2458406.10351       R       3C371       
2018-10-14       2458406.11713       R       3C454-3     
2018-10-14       2458406.11941       R       3C454-3     
2018-10-14       2458406.11236       R       CTA102      
2018-10-14       2458406.11466       R       CTA102      
2018-10-14       2458406.12764       R       ES2344+514  
2018-10-14       2458406.12994       R       ES2344+514  
2018-10-14       2458406.12244       R       BL-Lacertae  
2018-10-14       2458406.12475       R       BL-Lacertae  
2018-10-14       2458406.10708       R       PKS2155-304 
2018-10-14       2458406.10938       R       PKS2155-304 
2018-10-19       2458411.18124       R       3C454-3     
2018-10-19       2458411.18353       R       3C454-3     
2018-10-19       2458411.19662       R       3C66A       
2018-10-19       2458411.19895       R       3C66A       
2018-10-19       2458411.20206       R       AO0235+16   
2018-10-19       2458411.20436       R       AO0235+16   
2018-10-19       2458411.17656       R       CTA102      
2018-10-19       2458411.17888       R       CTA102      
2018-10-19       2458411.19134       R       ES2344+514  
2018-10-19       2458411.19366       R       ES2344+514  
2018-10-19       2458411.18630       R       BL-Lacertae  
2018-10-19       2458411.18860       R       BL-Lacertae  
2018-10-19       2458411.21306       R       PKS0735+17  
2018-10-19       2458411.20771       R       S5_0716+71  
2018-10-19       2458411.21001       R       S5_0716+71  
2018-10-20       2458412.28713       R       4C71-07     
2018-10-20       2458412.28943       R       4C71-07     
2018-10-20       2458412.29198       R       S4_0954+65  
2018-10-21       2458413.28782       R       3C66A       
2018-10-21       2458413.29013       R       3C66A       
2018-10-21       2458413.32508       R       4C71-07     
2018-10-21       2458413.32740       R       4C71-07     
2018-10-21       2458413.29300       R       AO0235+16   
2018-10-21       2458413.29529       R       AO0235+16   
2018-10-21       2458413.28255       R       ES2344+514  
2018-10-21       2458413.28486       R       ES2344+514  
2018-10-21       2458413.33513       R       Mkn421      
2018-10-21       2458413.30985       R       OJ248       
2018-10-21       2458413.31214       R       OJ248       
2018-10-21       2458413.31462       R       OJ287       
2018-10-21       2458413.31690       R       OJ287       
2018-10-21       2458413.31969       R       OJ49        
2018-10-21       2458413.32199       R       OJ49        
2018-10-21       2458413.30476       R       PKS0735+17  
2018-10-21       2458413.30706       R       PKS0735+17  
2018-10-21       2458413.32994       R       S4_0954+65  
2018-10-21       2458413.33222       R       S4_0954+65  
2018-10-21       2458413.29902       R       S5_0716+71  
2018-10-21       2458413.30131       R       S5_0716+71  
2018-10-23       2458415.28887       R       3C66A       
2018-10-23       2458415.29118       R       3C66A       
2018-10-23       2458415.32728       R       4C71-07     
2018-10-23       2458415.32959       R       4C71-07     
2018-10-23       2458415.29420       R       AO0235+16   
2018-10-23       2458415.29649       R       AO0235+16   
2018-10-23       2458415.28346       R       ES2344+514  
2018-10-23       2458415.28578       R       ES2344+514  
2018-10-23       2458415.33748       R       Mkn421      
2018-10-23       2458415.31157       R       OJ248       
2018-10-23       2458415.31387       R       OJ248       
2018-10-23       2458415.31635       R       OJ287       
2018-10-23       2458415.31865       R       OJ287       
2018-10-23       2458415.32161       R       OJ49        
2018-10-23       2458415.32390       R       OJ49        
2018-10-23       2458415.30633       R       PKS0735+17  
2018-10-23       2458415.30862       R       PKS0735+17  
2018-10-23       2458415.33215       R       S4_0954+65  
2018-10-23       2458415.33444       R       S4_0954+65  
2018-10-23       2458415.30038       R       S5_0716+71  
2018-10-23       2458415.30267       R       S5_0716+71  
2018-10-24       2458416.32262       R       3C66A       
2018-10-24       2458416.32492       R       3C66A       
2018-10-24       2458416.36031       R       4C71-07     
2018-10-24       2458416.32780       R       AO0235+16   
2018-10-24       2458416.33010       R       AO0235+16   
2018-10-24       2458416.34494       R       OJ248       
2018-10-24       2458416.34723       R       OJ248       
2018-10-24       2458416.34971       R       OJ287       
2018-10-24       2458416.35199       R       OJ287       
2018-10-24       2458416.35480       R       OJ49        
2018-10-24       2458416.35709       R       OJ49        
2018-10-24       2458416.33985       R       PKS0735+17  
2018-10-24       2458416.34214       R       PKS0735+17  
2018-10-24       2458416.33395       R       S5_0716+71  
2018-10-24       2458416.33625       R       S5_0716+71  
2018-10-25       2458417.27631       R       4C71-07     
2018-10-25       2458417.27889       R       S4_0954+65  
2018-10-27       2458419.19236       R       3C66A       
2018-10-27       2458419.19466       R       3C66A       
2018-10-27       2458419.21981       R       4C71-07     
2018-10-27       2458419.22213       R       4C71-07     
2018-10-27       2458419.19801       R       AO0235+16   
2018-10-27       2458419.20031       R       AO0235+16   
2018-10-27       2458419.21454       R       OJ248       
2018-10-27       2458419.20947       R       PKS0735+17  
2018-10-27       2458419.21176       R       PKS0735+17  
2018-10-27       2458419.22468       R       S4_0954+65  
2018-10-27       2458419.20388       R       S5_0716+71  
2018-10-27       2458419.20618       R       S5_0716+71  
2018-10-28       2458420.10771       R       3C454-3     
2018-10-28       2458420.11000       R       3C454-3     
2018-10-28       2458420.12429       R       3C66A       
2018-10-28       2458420.12660       R       3C66A       
2018-10-28       2458420.12997       R       AO0235+16   
2018-10-28       2458420.13227       R       AO0235+16   
2018-10-28       2458420.10266       R       CTA102      
2018-10-28       2458420.10495       R       CTA102      
2018-10-28       2458420.11809       R       ES2344+514  
2018-10-28       2458420.12039       R       ES2344+514  
2018-10-28       2458420.11289       R       BL-Lacertae  
2018-10-28       2458420.11520       R       BL-Lacertae  
2018-10-28       2458420.09715       R       PKS2155-304 
2018-10-28       2458420.13554       R       S5_0716+71  
2018-10-29       2458421.17061       R       3C454-3     
2018-10-29       2458421.17291       R       3C454-3     
2018-10-29       2458421.18628       R       3C66A       
2018-10-29       2458421.18859       R       3C66A       
2018-10-29       2458421.21387       R       4C71-07     
2018-10-29       2458421.21617       R       4C71-07     
2018-10-29       2458421.19196       R       AO0235+16   
2018-10-29       2458421.19425       R       AO0235+16   
2018-10-29       2458421.16581       R       CTA102      
2018-10-29       2458421.16810       R       CTA102      
2018-10-29       2458421.18100       R       ES2344+514  
2018-10-29       2458421.18330       R       ES2344+514  
2018-10-29       2458421.17579       R       BL-Lacertae  
2018-10-29       2458421.17809       R       BL-Lacertae  
2018-10-29       2458421.20856       R       OJ248       
2018-10-29       2458421.20347       R       PKS0735+17  
2018-10-29       2458421.20578       R       PKS0735+17  
2018-10-29       2458421.21876       R       S4_0954+65  
2018-10-29       2458421.19787       R       S5_0716+71  
2018-10-29       2458421.20016       R       S5_0716+71  
2018-11-02       2458425.33328       R       3C66A       
2018-11-02       2458425.33558       R       3C66A       
2018-11-02       2458425.37127       R       4C71-07     
2018-11-02       2458425.37359       R       4C71-07     
2018-11-02       2458425.33848       R       AO0235+16   
2018-11-02       2458425.34078       R       AO0235+16   
2018-11-02       2458425.38135       R       Mkn421      
2018-11-02       2458425.38365       R       Mkn421      
2018-11-02       2458425.35573       R       OJ248       
2018-11-02       2458425.35802       R       OJ248       
2018-11-02       2458425.36051       R       OJ287       
2018-11-02       2458425.36279       R       OJ287       
2018-11-02       2458425.36559       R       OJ49        
2018-11-02       2458425.36788       R       OJ49        
2018-11-02       2458425.35064       R       PKS0735+17  
2018-11-02       2458425.35294       R       PKS0735+17  
2018-11-02       2458425.37617       R       S4_0954+65  
2018-11-02       2458425.37845       R       S4_0954+65  
2018-11-02       2458425.34472       R       S5_0716+71  
2018-11-02       2458425.34703       R       S5_0716+71  
2018-11-03       2458426.24094       R       3C66A       
2018-11-03       2458426.24325       R       3C66A       
2018-11-03       2458426.29743       R       4C71-07     
2018-11-03       2458426.29973       R       4C71-07     
2018-11-03       2458426.24613       R       AO0235+16   
2018-11-03       2458426.26517       R       AO0235+16   
2018-11-03       2458426.26747       R       AO0235+16   
2018-11-03       2458426.25986       R       ES2344+514  
2018-11-03       2458426.26216       R       ES2344+514  
2018-11-03       2458426.30752       R       Mkn421      
2018-11-03       2458426.28209       R       OJ248       
2018-11-03       2458426.28439       R       OJ248       
2018-11-03       2458426.28688       R       OJ287       
2018-11-03       2458426.28917       R       OJ287       
2018-11-03       2458426.29200       R       OJ49        
2018-11-03       2458426.29429       R       OJ49        
2018-11-03       2458426.25240       R       PKS0735+17  
2018-11-03       2458426.27700       R       PKS0735+17  
2018-11-03       2458426.27929       R       PKS0735+17  
2018-11-03       2458426.30235       R       S4_0954+65  
2018-11-03       2458426.30464       R       S4_0954+65  
2018-11-03       2458426.27124       R       S5_0716+71  
2018-11-03       2458426.27353       R       S5_0716+71  
2018-11-04       2458427.06233       R       3C371       
2018-11-04       2458427.07620       R       3C454-3     
2018-11-04       2458427.07850       R       3C454-3     
2018-11-04       2458427.12093       R       3C454-3     
2018-11-04       2458427.12321       R       3C454-3     
2018-11-04       2458427.14573       R       3C66A       
2018-11-04       2458427.14803       R       3C66A       
2018-11-04       2458427.28963       R       4C71-07     
2018-11-04       2458427.29193       R       4C71-07     
2018-11-04       2458427.09275       R       AO0235+16   
2018-11-04       2458427.09505       R       AO0235+16   
2018-11-04       2458427.15705       R       AO0235+16   
2018-11-04       2458427.15958       R       AO0235+16   
2018-11-04       2458427.07141       R       CTA102      
2018-11-04       2458427.07372       R       CTA102      
2018-11-04       2458427.11615       R       CTA102      
2018-11-04       2458427.11844       R       CTA102      
2018-11-04       2458427.08659       R       ES2344+514  
2018-11-04       2458427.08889       R       ES2344+514  
2018-11-04       2458427.13126       R       ES2344+514  
2018-11-04       2458427.13358       R       ES2344+514  
2018-11-04       2458427.08140       R       BL-Lacertae  
2018-11-04       2458427.08370       R       BL-Lacertae  
2018-11-04       2458427.12609       R       BL-Lacertae  
2018-11-04       2458427.12838       R       BL-Lacertae  
2018-11-04       2458427.29972       R       Mkn421      
2018-11-04       2458427.06609       R       PKS2155-304 
2018-11-04       2458427.06839       R       PKS2155-304 
2018-11-04       2458427.29454       R       S4_0954+65  
2018-11-04       2458427.29682       R       S4_0954+65  
2018-11-04       2458427.09817       R       S5_0716+71  
2018-11-05       2458428.27308       R       3C66A       
2018-11-05       2458428.27538       R       3C66A       
2018-11-05       2458428.27831       R       AO0235+16   
2018-11-05       2458428.28060       R       AO0235+16   
2018-11-05       2458428.26779       R       ES2344+514  
2018-11-05       2458428.27009       R       ES2344+514  
2018-11-05       2458428.28447       R       S5_0716+71  
2018-11-06       2458429.05652       R       3C371       
2018-11-06       2458429.05881       R       3C371       
2018-11-06       2458429.07252       R       3C454-3     
2018-11-06       2458429.07481       R       3C454-3     
2018-11-06       2458429.34769       R       3C66A       
2018-11-06       2458429.34999       R       3C66A       
2018-11-06       2458429.35289       R       AO0235+16   
2018-11-06       2458429.35520       R       AO0235+16   
2018-11-06       2458429.06773       R       CTA102      
2018-11-06       2458429.07005       R       CTA102      
2018-11-06       2458429.08295       R       ES2344+514  
2018-11-06       2458429.08525       R       ES2344+514  
2018-11-06       2458429.07775       R       BL-Lacertae  
2018-11-06       2458429.08006       R       BL-Lacertae  
2018-11-06       2458429.37726       R       OJ248       
2018-11-06       2458429.37956       R       OJ248       
2018-11-06       2458429.38193       R       OJ287       
2018-11-06       2458429.38424       R       OJ287       
2018-11-06       2458429.36390       R       PKS0735+17  
2018-11-06       2458429.36620       R       PKS0735+17  
2018-11-06       2458429.06243       R       PKS2155-304 
2018-11-06       2458429.06472       R       PKS2155-304 
2018-11-06       2458429.35831       R       S5_0716+71  
2018-11-06       2458429.36060       R       S5_0716+71  
2018-11-08       2458431.02962       R       3C371       
2018-11-08       2458431.03191       R       3C371       
2018-11-08       2458431.04562       R       3C454-3     
2018-11-08       2458431.04792       R       3C454-3     
2018-11-08       2458431.06242       R       3C66A       
2018-11-08       2458431.06473       R       3C66A       
2018-11-08       2458431.06778       R       AO0235+16   
2018-11-08       2458431.07008       R       AO0235+16   
2018-11-08       2458431.04084       R       CTA102      
2018-11-08       2458431.04312       R       CTA102      
2018-11-08       2458431.05613       R       ES2344+514  
2018-11-08       2458431.05844       R       ES2344+514  
2018-11-08       2458431.05095       R       BL-Lacertae  
2018-11-08       2458431.05325       R       BL-Lacertae  
2018-11-08       2458431.03552       R       PKS2155-304 
2018-11-08       2458431.03782       R       PKS2155-304 
2018-11-08       2458431.07322       R       S5_0716+71  
2018-11-09       2458432.28009       R       3C66A       
2018-11-09       2458432.28240       R       3C66A       
2018-11-09       2458432.33404       R       4C71-07     
2018-11-09       2458432.33635       R       4C71-07     
2018-11-09       2458432.30332       R       AO0235+16   
2018-11-09       2458432.31839       R       OJ248       
2018-11-09       2458432.32068       R       OJ248       
2018-11-09       2458432.32319       R       OJ287       
2018-11-09       2458432.32547       R       OJ287       
2018-11-09       2458432.32832       R       OJ49        
2018-11-09       2458432.33061       R       OJ49        
2018-11-09       2458432.31330       R       PKS0735+17  
2018-11-09       2458432.31560       R       PKS0735+17  
2018-11-09       2458432.33891       R       S4_0954+65  
2018-11-09       2458432.34119       R       S4_0954+65  
2018-11-09       2458432.30722       R       S5_0716+71  
2018-11-09       2458432.30951       R       S5_0716+71  
2018-11-11       2458434.27493       R       3C66A       
2018-11-11       2458434.27725       R       3C66A       
2018-11-11       2458434.36773       R       4C71-07     
2018-11-11       2458434.28064       R       AO0235+16   
2018-11-11       2458434.28294       R       AO0235+16   
2018-11-11       2458434.35159       R       OJ248       
2018-11-11       2458434.35389       R       OJ248       
2018-11-11       2458434.35639       R       OJ287       
2018-11-11       2458434.35867       R       OJ287       
2018-11-11       2458434.36148       R       OJ49        
2018-11-11       2458434.36377       R       OJ49        
2018-11-11       2458434.34485       R       PKS0735+17  
2018-11-11       2458434.34715       R       PKS0735+17  
2018-11-11       2458434.28682       R       S5_0716+71  
2018-11-11       2458434.28911       R       S5_0716+71  
2018-11-13       2458435.95616       R       3C345       
2018-11-13       2458435.96611       R       3C371       
2018-11-13       2458435.96840       R       3C371       
2018-11-13       2458435.98192       R       3C454-3     
2018-11-13       2458435.98421       R       3C454-3     
2018-11-13       2458435.99935       R       3C66A       
2018-11-13       2458435.94850       R       4C38-41     
2018-11-13       2458435.95907       R       4C51-37     
2018-11-13       2458435.96329       R       4C51-37     
2018-11-13       2458435.97714       R       CTA102      
2018-11-13       2458435.97943       R       CTA102      
2018-11-13       2458435.99404       R       ES2344+514  
2018-11-13       2458435.99634       R       ES2344+514  
2018-11-13       2458435.98774       R       BL-Lacertae  
2018-11-13       2458435.99005       R       BL-Lacertae  
2018-11-13       2458435.95139       R       Mkn501      
2018-11-13       2458435.95369       R       Mkn501      
2018-11-13       2458435.97181       R       PKS2155-304 
2018-11-13       2458435.97411       R       PKS2155-304 
2018-11-14       2458437.38792       R       3C273       
2018-11-14       2458437.22532       R       3C66A       
2018-11-14       2458437.26050       R       4C71-07     
2018-11-14       2458437.26281       R       4C71-07     
2018-11-14       2458437.22824       R       AO0235+16   
2018-11-14       2458437.23053       R       AO0235+16   
2018-11-14       2458437.38264       R       Mkn421      
2018-11-14       2458437.38494       R       Mkn421      
2018-11-14       2458437.24520       R       OJ248       
2018-11-14       2458437.24749       R       OJ248       
2018-11-14       2458437.24998       R       OJ287       
2018-11-14       2458437.25226       R       OJ287       
2018-11-14       2458437.25508       R       OJ49        
2018-11-14       2458437.25737       R       OJ49        
2018-11-14       2458437.24012       R       PKS0735+17  
2018-11-14       2458437.24242       R       PKS0735+17  
2018-11-14       2458437.26539       R       S4_0954+65  
2018-11-14       2458437.26769       R       S4_0954+65  
2018-11-14       2458437.23432       R       S5_0716+71  
2018-11-14       2458437.23661       R       S5_0716+71  
2018-11-17       2458440.39188       R       S5_0716+71  
2018-11-18       2458440.96764       R       3C371       
2018-11-18       2458440.96993       R       3C371       
2018-11-18       2458440.98344       R       3C454-3     
2018-11-18       2458440.98573       R       3C454-3     
2018-11-18       2458440.96250       R       4C51-37     
2018-11-18       2458440.96479       R       4C51-37     
2018-11-18       2458440.97866       R       CTA102      
2018-11-18       2458440.98096       R       CTA102      
2018-11-18       2458440.99966       R       ES2344+514  
2018-11-18       2458441.00197       R       ES2344+514  
2018-11-18       2458440.98911       R       BL-Lacertae  
2018-11-18       2458440.99141       R       BL-Lacertae  
2018-11-18       2458440.97334       R       PKS2155-304 
2018-11-18       2458440.97564       R       PKS2155-304 
2018-11-20       2458443.22047       R       3C66A       
2018-11-20       2458443.22278       R       3C66A       
2018-11-20       2458443.26002       R       4C71-07     
2018-11-20       2458443.26233       R       4C71-07     
2018-11-20       2458443.27012       R       Mkn421      
2018-11-20       2458443.24457       R       OJ248       
2018-11-20       2458443.24686       R       OJ248       
2018-11-20       2458443.24935       R       OJ287       
2018-11-20       2458443.25163       R       OJ287       
2018-11-20       2458443.25444       R       OJ49        
2018-11-20       2458443.25674       R       OJ49        
2018-11-20       2458443.23949       R       PKS0735+17  
2018-11-20       2458443.24179       R       PKS0735+17  
2018-11-20       2458443.26491       R       S4_0954+65  
2018-11-20       2458443.26720       R       S4_0954+65  
2018-11-20       2458443.23374       R       S5_0716+71  
2018-11-20       2458443.23603       R       S5_0716+71  
2018-11-21       2458444.38027       R       3C273       
2018-11-21       2458443.94487       R       3C371       
2018-11-21       2458443.94718       R       3C371       
2018-11-21       2458443.96062       R       3C454-3     
2018-11-21       2458443.96292       R       3C454-3     
2018-11-21       2458443.97804       R       3C66A       
2018-11-21       2458444.23578       R       3C66A       
2018-11-21       2458444.23807       R       3C66A       
2018-11-21       2458444.28324       R       4C29-45     
2018-11-21       2458443.93971       R       4C51-37     
2018-11-21       2458443.94201       R       4C51-37     
2018-11-21       2458444.26802       R       4C71-07     
2018-11-21       2458444.27034       R       4C71-07     
2018-11-21       2458443.95587       R       CTA102      
2018-11-21       2458443.95816       R       CTA102      
2018-11-21       2458443.97275       R       ES2344+514  
2018-11-21       2458443.97506       R       ES2344+514  
2018-11-21       2458443.96646       R       BL-Lacertae  
2018-11-21       2458443.96875       R       BL-Lacertae  
2018-11-21       2458444.27811       R       Mkn421      
2018-11-21       2458444.37500       R       Mkn421      
2018-11-21       2458444.37730       R       Mkn421      
2018-11-21       2458444.25256       R       OJ248       
2018-11-21       2458444.25486       R       OJ248       
2018-11-21       2458444.25735       R       OJ287       
2018-11-21       2458444.25964       R       OJ287       
2018-11-21       2458444.26245       R       OJ49        
2018-11-21       2458444.26475       R       OJ49        
2018-11-21       2458444.24745       R       PKS0735+17  
2018-11-21       2458444.24976       R       PKS0735+17  
2018-11-21       2458443.95056       R       PKS2155-304 
2018-11-21       2458443.95285       R       PKS2155-304 
2018-11-21       2458444.27291       R       S4_0954+65  
2018-11-21       2458444.27520       R       S4_0954+65  
2018-11-21       2458444.24168       R       S5_0716+71  
2018-11-21       2458444.24398       R       S5_0716+71  
2018-11-22       2458444.96113       R       3C371       
2018-11-22       2458444.96344       R       3C371       
2018-11-22       2458444.97671       R       3C454-3     
2018-11-22       2458444.97900       R       3C454-3     
2018-11-22       2458444.99346       R       3C66A       
2018-11-22       2458444.99578       R       3C66A       
2018-11-22       2458444.95613       R       4C51-37     
2018-11-22       2458444.95844       R       4C51-37     
2018-11-22       2458444.97199       R       CTA102      
2018-11-22       2458444.97435       R       CTA102      
2018-11-22       2458444.98747       R       ES2344+514  
2018-11-22       2458444.98977       R       ES2344+514  
2018-11-22       2458444.98222       R       BL-Lacertae  
2018-11-22       2458444.98453       R       BL-Lacertae  
2018-11-22       2458444.96679       R       PKS2155-304 
2018-11-22       2458444.96911       R       PKS2155-304 
2018-11-23       2458446.39307       R       3C273       
2018-11-23       2458446.39536       R       3C273       
2018-11-23       2458446.39830       R       4C29-45     
2018-11-23       2458446.37616       R       4C71-07     
2018-11-23       2458446.37847       R       4C71-07     
2018-11-23       2458446.38777       R       Mkn421      
2018-11-23       2458446.39008       R       Mkn421      
2018-11-23       2458446.35203       R       OJ248       
2018-11-23       2458446.35432       R       OJ248       
2018-11-23       2458446.36539       R       OJ287       
2018-11-23       2458446.36769       R       OJ287       
2018-11-23       2458446.37049       R       OJ49        
2018-11-23       2458446.37278       R       OJ49        
2018-11-23       2458446.34697       R       PKS0735+17  
2018-11-23       2458446.34926       R       PKS0735+17  
2018-11-23       2458446.38200       R       S4_0954+65  
2018-11-23       2458446.38448       R       S4_0954+65  
2018-11-23       2458446.34117       R       S5_0716+71  
2018-11-23       2458446.34347       R       S5_0716+71  
2018-11-24       2458446.92589       R       3C371       
2018-11-24       2458446.92818       R       3C371       
2018-11-24       2458447.19422       R       3C66A       
2018-11-24       2458447.19653       R       3C66A       
2018-11-24       2458446.92079       R       4C51-37     
2018-11-24       2458446.92308       R       4C51-37     
2018-11-24       2458447.23160       R       4C71-07     
2018-11-24       2458447.23391       R       4C71-07     
2018-11-24       2458447.19941       R       AO0235+16   
2018-11-24       2458447.20170       R       AO0235+16   
2018-11-24       2458446.93685       R       CTA102      
2018-11-24       2458446.93916       R       CTA102      
2018-11-24       2458447.19124       R       ES2344+514  
2018-11-24       2458447.24169       R       Mkn421      
2018-11-24       2458447.21631       R       OJ248       
2018-11-24       2458447.21860       R       OJ248       
2018-11-24       2458447.22108       R       OJ287       
2018-11-24       2458447.22336       R       OJ287       
2018-11-24       2458447.22620       R       OJ49        
2018-11-24       2458447.22850       R       OJ49        
2018-11-24       2458447.21122       R       PKS0735+17  
2018-11-24       2458447.21352       R       PKS0735+17  
2018-11-24       2458446.93157       R       PKS2155-304 
2018-11-24       2458446.93387       R       PKS2155-304 
2018-11-24       2458447.23649       R       S4_0954+65  
2018-11-24       2458447.23877       R       S4_0954+65  
2018-11-24       2458447.20549       R       S5_0716+71  
2018-11-24       2458447.20778       R       S5_0716+71  
2018-11-29       2458452.31093       R       3C273       
2018-11-29       2458452.31322       R       3C273       
2018-11-29       2458452.25747       R       3C66A       
2018-11-29       2458452.25977       R       3C66A       
2018-11-29       2458452.31611       R       4C29-45     
2018-11-29       2458452.31841       R       4C29-45     
2018-11-29       2458452.29556       R       4C71-07     
2018-11-29       2458452.29787       R       4C71-07     
2018-11-29       2458452.26263       R       AO0235+16   
2018-11-29       2458452.26493       R       AO0235+16   
2018-11-29       2458452.30560       R       Mkn421      
2018-11-29       2458452.30799       R       Mkn421      
2018-11-29       2458452.27988       R       OJ248       
2018-11-29       2458452.28218       R       OJ248       
2018-11-29       2458452.28466       R       OJ287       
2018-11-29       2458452.28694       R       OJ287       
2018-11-29       2458452.28973       R       OJ49        
2018-11-29       2458452.29204       R       OJ49        
2018-11-29       2458452.32087       R       ON231       
2018-11-29       2458452.27481       R       PKS0735+17  
2018-11-29       2458452.27711       R       PKS0735+17  
2018-11-29       2458452.30043       R       S4_0954+65  
2018-11-29       2458452.30271       R       S4_0954+65  
2018-11-29       2458452.26892       R       S5_0716+71  
2018-11-29       2458452.27122       R       S5_0716+71  
2018-11-30       2458452.98061       R       3C371       
2018-11-30       2458452.98317       R       3C371       
2018-11-30       2458453.00058       R       3C454-3     
2018-11-30       2458453.00286       R       3C454-3     
2018-11-30       2458453.01734       R       3C66A       
2018-11-30       2458453.01965       R       3C66A       
2018-11-30       2458453.02282       R       AO0235+16   
2018-11-30       2458453.02512       R       AO0235+16   
2018-11-30       2458452.99581       R       CTA102      
2018-11-30       2458452.99810       R       CTA102      
2018-11-30       2458453.01106       R       ES2344+514  
2018-11-30       2458453.01337       R       ES2344+514  
2018-11-30       2458453.00588       R       BL-Lacertae  
2018-11-30       2458453.00818       R       BL-Lacertae  
2018-11-30       2458452.99052       R       PKS2155-304 
2018-11-30       2458452.99281       R       PKS2155-304 
2018-12-01       2458454.34032       R       3C279       
2018-12-01       2458453.94924       R       3C371       
2018-12-01       2458453.95153       R       3C371       
2018-12-01       2458453.96522       R       3C454-3     
2018-12-01       2458453.96750       R       3C454-3     
2018-12-01       2458454.24816       R       3C66A       
2018-12-01       2458454.25046       R       3C66A       
2018-12-01       2458454.33032       R       4C29-45     
2018-12-01       2458454.33262       R       4C29-45     
2018-12-01       2458453.94059       R       4C51-37     
2018-12-01       2458453.94314       R       4C51-37     
2018-12-01       2458454.30981       R       4C71-07     
2018-12-01       2458454.31212       R       4C71-07     
2018-12-01       2458454.25334       R       AO0235+16   
2018-12-01       2458454.25564       R       AO0235+16   
2018-12-01       2458453.96046       R       CTA102      
2018-12-01       2458453.96275       R       CTA102      
2018-12-01       2458454.31986       R       Mkn421      
2018-12-01       2458454.32219       R       Mkn421      
2018-12-01       2458454.29428       R       OJ248       
2018-12-01       2458454.29657       R       OJ248       
2018-12-01       2458454.29905       R       OJ287       
2018-12-01       2458454.30133       R       OJ287       
2018-12-01       2458454.30416       R       OJ49        
2018-12-01       2458454.30645       R       OJ49        
2018-12-01       2458454.33509       R       ON231       
2018-12-01       2458454.33737       R       ON231       
2018-12-01       2458454.27957       R       PKS0735+17  
2018-12-01       2458454.29021       R       PKS0735+17  
2018-12-01       2458453.95515       R       PKS2155-304 
2018-12-01       2458453.95745       R       PKS2155-304 
2018-12-01       2458454.31469       R       S4_0954+65  
2018-12-01       2458454.31697       R       S4_0954+65  
2018-12-01       2458454.25961       R       S5_0716+71  
2018-12-01       2458454.26190       R       S5_0716+71  
2018-12-02       2458455.36653       R       3C273       
2018-12-02       2458455.36883       R       3C273       
2018-12-02       2458454.93781       R       3C371       
2018-12-02       2458454.94010       R       3C371       
2018-12-02       2458454.95378       R       3C454-3     
2018-12-02       2458454.95606       R       3C454-3     
2018-12-02       2458454.97076       R       3C66A       
2018-12-02       2458454.97307       R       3C66A       
2018-12-02       2458455.29475       R       3C66A       
2018-12-02       2458455.37174       R       4C29-45     
2018-12-02       2458455.37403       R       4C29-45     
2018-12-02       2458454.92892       R       4C51-37     
2018-12-02       2458454.93147       R       4C51-37     
2018-12-02       2458455.34968       R       4C71-07     
2018-12-02       2458455.35199       R       4C71-07     
2018-12-02       2458454.97598       R       AO0235+16   
2018-12-02       2458454.94902       R       CTA102      
2018-12-02       2458454.95131       R       CTA102      
2018-12-02       2458454.96455       R       ES2344+514  
2018-12-02       2458454.96685       R       ES2344+514  
2018-12-02       2458454.95924       R       BL-Lacertae  
2018-12-02       2458454.96153       R       BL-Lacertae  
2018-12-02       2458455.36128       R       Mkn421      
2018-12-02       2458455.36359       R       Mkn421      
2018-12-02       2458455.33412       R       OJ248       
2018-12-02       2458455.33641       R       OJ248       
2018-12-02       2458455.33889       R       OJ287       
2018-12-02       2458455.34117       R       OJ287       
2018-12-02       2458455.34402       R       OJ49        
2018-12-02       2458455.34632       R       OJ49        
2018-12-02       2458455.32903       R       PKS0735+17  
2018-12-02       2458455.33133       R       PKS0735+17  
2018-12-02       2458454.94373       R       PKS2155-304 
2018-12-02       2458454.94602       R       PKS2155-304 
2018-12-02       2458455.35556       R       S4_0954+65  
