YYYY-MM-DD       JulianDate          Filter  Target
2019-07-16       2458681.05400       R       DA406       
2019-07-16       2458681.09669       R       BL-Lacertae  
2019-07-16       2458681.09896       R       BL-Lacertae  
2019-07-16       2458681.06574       R       Mkn501      
2019-07-16       2458681.06801       R       Mkn501      
2019-07-16       2458681.03850       R       ON231       
2019-07-16       2458681.04076       R       ON231       
2019-07-17       2458682.12858       R       3C345       
2019-07-17       2458682.13082       R       3C345       
2019-07-17       2458682.14919       R       3C371       
2019-07-17       2458682.15145       R       3C371       
2019-07-17       2458682.12611       R       4C38-41     
2019-07-17       2458682.13848       R       4C51-37     
2019-07-17       2458682.14619       R       4C51-37     
2019-07-17       2458682.16061       R       CTA102      
2019-07-17       2458682.16286       R       CTA102      
2019-07-17       2458682.11913       R       DA406       
2019-07-17       2458682.12139       R       DA406       
2019-07-17       2458682.11375       R       PKS1510-08   
2019-07-17       2458682.11600       R       PKS1510-08   
2019-07-17       2458682.15532       R       BL-Lacertae  
2019-07-17       2458682.15757       R       BL-Lacertae  
2019-07-17       2458682.13328       R       Mkn501      
2019-07-17       2458682.13553       R       Mkn501      
2019-07-22       2458687.29285       R       3C371       
2019-07-22       2458687.29509       R       3C371       
2019-07-22       2458687.30924       R       3C454-3     
2019-07-22       2458687.31148       R       3C454-3     
2019-07-22       2458687.33161       R       3C66A       
2019-07-22       2458687.33388       R       3C66A       
2019-07-22       2458687.33693       R       AO0235+16   
2019-07-22       2458687.33919       R       AO0235+16   
2019-07-22       2458687.30433       R       CTA102      
2019-07-22       2458687.30672       R       CTA102      
2019-07-22       2458687.32532       R       ES2344+514  
2019-07-22       2458687.32758       R       ES2344+514  
2019-07-22       2458687.29853       R       BL-Lacertae  
2019-07-22       2458687.30079       R       BL-Lacertae  
2019-07-22       2458687.31462       R       PKS2155-304 
2019-07-22       2458687.31688       R       PKS2155-304 
2019-07-23       2458688.29575       R       3C371       
2019-07-23       2458688.29800       R       3C371       
2019-07-23       2458688.31214       R       3C454-3     
2019-07-23       2458688.31439       R       3C454-3     
2019-07-23       2458688.32977       R       3C66A       
2019-07-23       2458688.33204       R       3C66A       
2019-07-23       2458688.33505       R       AO0235+16   
2019-07-23       2458688.33730       R       AO0235+16   
2019-07-23       2458688.30722       R       CTA102      
2019-07-23       2458688.30965       R       CTA102      
2019-07-23       2458688.32333       R       ES2344+514  
2019-07-23       2458688.32576       R       ES2344+514  
2019-07-23       2458688.30145       R       BL-Lacertae  
2019-07-23       2458688.30372       R       BL-Lacertae  
2019-07-23       2458688.31751       R       PKS2155-304 
2019-07-23       2458688.31978       R       PKS2155-304 
2019-07-26       2458691.07497       R       3C345       
2019-07-26       2458691.07720       R       3C345       
2019-07-26       2458691.09020       R       3C371       
2019-07-26       2458691.09244       R       3C371       
2019-07-26       2458691.07025       R       4C38-41     
2019-07-26       2458691.07251       R       4C38-41     
2019-07-26       2458691.08500       R       4C51-37     
2019-07-26       2458691.08726       R       4C51-37     
2019-07-26       2458691.06551       R       DA406       
2019-07-26       2458691.06777       R       DA406       
2019-07-26       2458691.06012       R       PKS1510-08   
2019-07-26       2458691.06236       R       PKS1510-08   
2019-07-26       2458691.07968       R       Mkn501      
2019-07-26       2458691.08193       R       Mkn501      
2019-07-28       2458693.08697       R       3C345       
2019-07-28       2458693.08921       R       3C345       
2019-07-28       2458693.08227       R       4C38-41     
2019-07-28       2458693.08451       R       4C38-41     
2019-07-28       2458693.07756       R       DA406       
2019-07-28       2458693.07983       R       DA406       
2019-07-28       2458693.07220       R       PKS1510-08   
2019-07-28       2458693.07444       R       PKS1510-08   
2019-07-28       2458693.09169       R       Mkn501      
2019-07-28       2458693.10904       R       Mkn501      
2019-07-28       2458693.11130       R       Mkn501      
2019-07-29       2458694.06438       R       3C345       
2019-07-29       2458694.06663       R       3C345       
2019-07-29       2458694.05964       R       4C38-41     
2019-07-29       2458694.06189       R       4C38-41     
2019-07-29       2458694.07444       R       4C51-37     
2019-07-29       2458694.07685       R       4C51-37     
2019-07-29       2458694.05488       R       DA406       
2019-07-29       2458694.05715       R       DA406       
2019-07-29       2458694.04944       R       PKS1510-08   
2019-07-29       2458694.05170       R       PKS1510-08   
2019-07-29       2458694.06910       R       Mkn501      
2019-07-29       2458694.07134       R       Mkn501      
2019-07-29       2458694.04404       R       ON231       
2019-07-30       2458695.04692       R       3C345       
2019-07-30       2458695.04918       R       3C345       
2019-07-30       2458695.06708       R       3C371       
2019-07-30       2458695.06933       R       3C371       
2019-07-30       2458695.04223       R       4C38-41     
2019-07-30       2458695.04449       R       4C38-41     
2019-07-30       2458695.05682       R       4C51-37     
2019-07-30       2458695.05907       R       4C51-37     
2019-07-30       2458695.03733       R       DA406       
2019-07-30       2458695.03958       R       DA406       
2019-07-30       2458695.03191       R       PKS1510-08   
2019-07-30       2458695.03417       R       PKS1510-08   
2019-07-30       2458695.28028       R       BL-Lacertae  
2019-07-30       2458695.05163       R       Mkn501      
2019-07-30       2458695.05388       R       Mkn501      
2019-07-30       2458695.00140       R       ON231       
2019-08-03       2458699.29762       R       3C454-3     
2019-08-03       2458699.29987       R       3C454-3     
2019-08-03       2458699.29287       R       CTA102      
2019-08-03       2458699.29513       R       CTA102      
2019-08-03       2458699.30998       R       ES2344+514  
2019-08-03       2458699.31225       R       ES2344+514  
2019-08-03       2458699.28891       R       BL-Lacertae  
2019-08-05       2458701.27179       R       3C371       
2019-08-05       2458701.27405       R       3C371       
2019-08-05       2458701.26633       R       4C51-37     
2019-08-05       2458701.26859       R       4C51-37     
2019-08-05       2458701.27752       R       BL-Lacertae  
2019-08-05       2458701.27978       R       BL-Lacertae  
2019-08-06       2458702.04162       R       3C345       
2019-08-06       2458702.04387       R       3C345       
2019-08-06       2458702.05703       R       3C371       
2019-08-06       2458702.05928       R       3C371       
2019-08-06       2458702.07316       R       3C454-3     
2019-08-06       2458702.07541       R       3C454-3     
2019-08-06       2458702.03692       R       4C38-41     
2019-08-06       2458702.03917       R       4C38-41     
2019-08-06       2458702.05166       R       4C51-37     
2019-08-06       2458702.05391       R       4C51-37     
2019-08-06       2458702.06841       R       CTA102      
2019-08-06       2458702.07068       R       CTA102      
2019-08-06       2458702.03215       R       DA406       
2019-08-06       2458702.03441       R       DA406       
2019-08-06       2458702.08378       R       ES2344+514  
2019-08-06       2458702.02676       R       PKS1510-08   
2019-08-06       2458702.02902       R       PKS1510-08   
2019-08-06       2458702.06309       R       BL-Lacertae  
2019-08-06       2458702.06535       R       BL-Lacertae  
2019-08-06       2458702.04631       R       Mkn501      
2019-08-06       2458702.04856       R       Mkn501      
2019-08-06       2458702.07816       R       PKS2155-304 
2019-08-06       2458702.08041       R       PKS2155-304 
2019-08-22       2458718.04646       R       3C345       
2019-08-22       2458718.04872       R       3C345       
2019-08-22       2458718.06131       R       3C371       
2019-08-22       2458718.06359       R       3C371       
2019-08-22       2458718.04185       R       4C38-41     
2019-08-22       2458718.04412       R       4C38-41     
2019-08-22       2458718.05619       R       4C51-37     
2019-08-22       2458718.05845       R       4C51-37     
2019-08-22       2458718.03723       R       DA406       
2019-08-22       2458718.03950       R       DA406       
2019-08-22       2458718.03197       R       PKS1510-08   
2019-08-22       2458718.03422       R       PKS1510-08   
2019-08-22       2458718.05103       R       Mkn501      
2019-08-22       2458718.05330       R       Mkn501      
2019-08-25       2458721.29471       R       3C454-3     
2019-08-25       2458721.30674       R       3C66A       
2019-08-25       2458721.30900       R       3C66A       
2019-08-25       2458721.28997       R       CTA102      
2019-08-25       2458721.29222       R       CTA102      
2019-08-25       2458721.30028       R       ES2344+514  
2019-08-25       2458721.30270       R       ES2344+514  
2019-08-25       2458721.28462       R       BL-Lacertae  
2019-08-25       2458721.28689       R       BL-Lacertae  
2019-08-26       2458722.08065       R       3C345       
2019-08-26       2458722.08289       R       3C345       
2019-08-26       2458722.09578       R       3C371       
2019-08-26       2458722.09803       R       3C371       
2019-08-26       2458722.11247       R       3C454-3     
2019-08-26       2458722.11471       R       3C454-3     
2019-08-26       2458722.07594       R       4C38-41     
2019-08-26       2458722.07818       R       4C38-41     
2019-08-26       2458722.09056       R       4C51-37     
2019-08-26       2458722.09280       R       4C51-37     
2019-08-26       2458722.10752       R       CTA102      
2019-08-26       2458722.10994       R       CTA102      
2019-08-26       2458722.07120       R       DA406       
2019-08-26       2458722.07346       R       DA406       
2019-08-26       2458722.12352       R       ES2344+514  
2019-08-26       2458722.12581       R       ES2344+514  
2019-08-26       2458722.10191       R       BL-Lacertae  
2019-08-26       2458722.10417       R       BL-Lacertae  
2019-08-26       2458722.08536       R       Mkn501      
2019-08-26       2458722.08762       R       Mkn501      
2019-08-26       2458722.11791       R       PKS2155-304 
2019-08-26       2458722.12015       R       PKS2155-304 
2019-08-27       2458723.01109       R       3C345       
2019-08-27       2458723.01334       R       3C345       
2019-08-27       2458723.02606       R       3C371       
2019-08-27       2458723.02833       R       3C371       
2019-08-27       2458723.00650       R       4C38-41     
2019-08-27       2458723.00876       R       4C38-41     
2019-08-27       2458723.02094       R       4C51-37     
2019-08-27       2458723.02319       R       4C51-37     
2019-08-27       2458723.00190       R       DA406       
2019-08-27       2458723.00417       R       DA406       
2019-08-27       2458722.99662       R       PKS1510-08   
2019-08-27       2458722.99888       R       PKS1510-08   
2019-08-27       2458723.03196       R       BL-Lacertae  
2019-08-27       2458723.03421       R       BL-Lacertae  
2019-08-27       2458723.01567       R       Mkn501      
2019-08-27       2458723.01794       R       Mkn501      
2019-08-28       2458724.30344       R       3C454-3     
2019-08-28       2458724.31601       R       3C66A       
2019-08-28       2458724.31829       R       3C66A       
2019-08-28       2458724.29882       R       CTA102      
2019-08-28       2458724.30108       R       CTA102      
2019-08-28       2458724.30972       R       ES2344+514  
2019-08-28       2458724.31199       R       ES2344+514  
2019-08-28       2458724.29359       R       BL-Lacertae  
2019-08-28       2458724.29584       R       BL-Lacertae  
2019-08-30       2458726.30296       R       3C454-3     
2019-08-30       2458726.31456       R       3C66A       
2019-08-30       2458726.31683       R       3C66A       
2019-08-30       2458726.32029       R       AO0235+16   
2019-08-30       2458726.29823       R       CTA102      
2019-08-30       2458726.30047       R       CTA102      
2019-08-30       2458726.30832       R       ES2344+514  
2019-08-30       2458726.31059       R       ES2344+514  
2019-08-30       2458726.29294       R       BL-Lacertae  
2019-08-30       2458726.29520       R       BL-Lacertae  
2019-09-02       2458729.31685       R       3C454-3     
2019-09-02       2458729.36192       R       3C454-3     
2019-09-02       2458729.32747       R       3C66A       
2019-09-02       2458729.32973       R       3C66A       
2019-09-02       2458729.34943       R       4C71-07     
2019-09-02       2458729.33302       R       AO0235+16   
2019-09-02       2458729.33528       R       AO0235+16   
2019-09-02       2458729.32213       R       ES2344+514  
2019-09-02       2458729.32439       R       ES2344+514  
2019-09-02       2458729.36716       R       ES2344+514  
2019-09-02       2458729.28524       R       BL-Lacertae  
2019-09-02       2458729.28750       R       BL-Lacertae  
2019-09-02       2458729.35675       R       BL-Lacertae  
2019-09-02       2458729.33905       R       PKS0735+17  
2019-09-02       2458729.34440       R       S5_0716+71  
2019-09-02       2458729.34667       R       S5_0716+71  
2019-09-07       2458734.12392       R       3C345       
2019-09-07       2458734.12619       R       3C345       
2019-09-07       2458734.14222       R       3C371       
2019-09-07       2458734.14448       R       3C371       
2019-09-07       2458734.15797       R       3C454-3     
2019-09-07       2458734.16023       R       3C454-3     
2019-09-07       2458734.17509       R       3C66A       
2019-09-07       2458734.17736       R       3C66A       
2019-09-07       2458734.11881       R       4C38-41     
2019-09-07       2458734.12105       R       4C38-41     
2019-09-07       2458734.13712       R       4C51-37     
2019-09-07       2458734.13937       R       4C51-37     
2019-09-07       2458734.18030       R       AO0235+16   
2019-09-07       2458734.15336       R       CTA102      
2019-09-07       2458734.15563       R       CTA102      
2019-09-07       2458734.16973       R       ES2344+514  
2019-09-07       2458734.17203       R       ES2344+514  
2019-09-07       2458734.14767       R       BL-Lacertae  
2019-09-07       2458734.14994       R       BL-Lacertae  
2019-09-07       2458734.12906       R       Mkn501      
2019-09-07       2458734.13172       R       Mkn501      
2019-09-07       2458734.16329       R       PKS2155-304 
2019-09-07       2458734.16556       R       PKS2155-304 
2019-09-10       2458737.00850       R       3C345       
2019-09-10       2458737.01074       R       3C345       
2019-09-10       2458737.02334       R       3C371       
2019-09-10       2458737.02561       R       3C371       
2019-09-10       2458737.03910       R       3C454-3     
2019-09-10       2458737.04137       R       3C454-3     
2019-09-10       2458737.00390       R       4C38-41     
2019-09-10       2458737.00617       R       4C38-41     
2019-09-10       2458737.01823       R       4C51-37     
2019-09-10       2458737.02050       R       4C51-37     
2019-09-10       2458737.03450       R       CTA102      
2019-09-10       2458737.03676       R       CTA102      
2019-09-10       2458736.99929       R       DA406       
2019-09-10       2458737.00156       R       DA406       
2019-09-10       2458736.99181       R       PKS1510-08   
2019-09-10       2458736.99448       R       PKS1510-08   
2019-09-10       2458737.02921       R       BL-Lacertae  
2019-09-10       2458737.03147       R       BL-Lacertae  
2019-09-10       2458737.01307       R       Mkn501      
2019-09-10       2458737.01534       R       Mkn501      
2019-09-12       2458739.20632       R       3C371       
2019-09-12       2458739.20858       R       3C371       
2019-09-12       2458739.22612       R       3C66A       
2019-09-12       2458739.22839       R       3C66A       
2019-09-12       2458739.23162       R       AO0235+16   
2019-09-12       2458739.21971       R       ES2344+514  
2019-09-12       2458739.22212       R       ES2344+514  
2019-09-12       2458739.21442       R       BL-Lacertae  
2019-09-12       2458739.21669       R       BL-Lacertae  
2019-09-13       2458740.26650       R       3C66A       
2019-09-13       2458740.26877       R       3C66A       
2019-09-13       2458740.28317       R       4C71-07     
2019-09-13       2458740.27233       R       AO0235+16   
2019-09-13       2458740.26024       R       ES2344+514  
2019-09-13       2458740.26251       R       ES2344+514  
2019-09-13       2458740.25497       R       BL-Lacertae  
2019-09-13       2458740.25722       R       BL-Lacertae  
2019-09-13       2458740.23306       R       S5_0716+71  
2019-09-13       2458740.27833       R       S5_0716+71  
2019-09-13       2458740.28060       R       S5_0716+71  
2019-09-17       2458744.27836       R       3C66A       
2019-09-17       2458744.28076       R       3C66A       
2019-09-17       2458744.33551       R       3C66A       
2019-09-17       2458744.33792       R       3C66A       
2019-09-17       2458744.27282       R       ES2344+514  
2019-09-17       2458744.27509       R       ES2344+514  
2019-09-17       2458744.33013       R       ES2344+514  
2019-09-17       2458744.33242       R       ES2344+514  
2019-09-17       2458744.26758       R       BL-Lacertae  
2019-09-17       2458744.26984       R       BL-Lacertae  
2019-09-17       2458744.31235       R       BL-Lacertae  
2019-09-17       2458744.31502       R       BL-Lacertae  
2019-09-17       2458744.35294       R       OJ248       
2019-09-17       2458744.35520       R       OJ248       
2019-09-17       2458744.35767       R       OJ287       
2019-09-17       2458744.35993       R       OJ287       
2019-09-17       2458744.36291       R       OJ49        
2019-09-17       2458744.36516       R       OJ49        
2019-09-17       2458744.29491       R       PKS0735+17  
2019-09-17       2458744.34773       R       PKS0735+17  
2019-09-17       2458744.34999       R       PKS0735+17  
2019-09-17       2458744.30038       R       S5_0716+71  
2019-09-17       2458744.30264       R       S5_0716+71  
2019-09-17       2458744.36841       R       S5_0716+71  
2019-09-18       2458745.37101       R       3C66A       
2019-09-18       2458745.37326       R       3C66A       
2019-09-18       2458745.35034       R       4C71-07     
2019-09-18       2458745.35258       R       4C71-07     
2019-09-18       2458745.36561       R       ES2344+514  
2019-09-18       2458745.36791       R       ES2344+514  
2019-09-18       2458745.35514       R       S4_0954+65  
2019-09-18       2458745.34743       R       S5_0716+71  
2019-09-19       2458746.34749       R       AO0235+16   
2019-09-19       2458746.34975       R       AO0235+16   
2019-09-19       2458746.35899       R       OJ248       
2019-09-19       2458746.36125       R       OJ248       
2019-09-19       2458746.36373       R       OJ287       
2019-09-19       2458746.36598       R       OJ287       
2019-09-19       2458746.35380       R       PKS0735+17  
2019-09-19       2458746.35606       R       PKS0735+17  
2019-09-24       2458751.19285       R       3C66A       
2019-09-24       2458751.19513       R       3C66A       
2019-09-24       2458751.19831       R       AO0235+16   
2019-09-24       2458751.18635       R       ES2344+514  
2019-09-24       2458751.18880       R       ES2344+514  
2019-09-24       2458751.18108       R       BL-Lacertae  
2019-09-24       2458751.18334       R       BL-Lacertae  
2019-09-25       2458752.37010       R       3C66A       
2019-09-25       2458752.37237       R       3C66A       
2019-09-25       2458752.37538       R       AO0235+16   
2019-09-25       2458752.37764       R       AO0235+16   
2019-09-26       2458753.25295       R       3C454-3     
2019-09-26       2458753.26372       R       3C66A       
2019-09-26       2458753.26612       R       3C66A       
2019-09-26       2458753.27005       R       AO0235+16   
2019-09-26       2458753.27230       R       AO0235+16   
2019-09-26       2458753.24819       R       CTA102      
2019-09-26       2458753.25047       R       CTA102      
2019-09-26       2458753.25834       R       ES2344+514  
2019-09-26       2458753.26063       R       ES2344+514  
2019-09-26       2458753.22781       R       BL-Lacertae  
2019-09-26       2458753.23008       R       BL-Lacertae  
2019-09-26       2458753.27634       R       PKS0735+17  
2019-09-27       2458754.37065       R       3C66A       
2019-09-27       2458754.37291       R       3C66A       
2019-09-27       2458754.37593       R       AO0235+16   
2019-09-27       2458754.37818       R       AO0235+16   
2019-09-27       2458754.36527       R       ES2344+514  
2019-09-27       2458754.36753       R       ES2344+514  
2019-09-27       2458754.23502       R       BL-Lacertae  
2019-09-27       2458754.23728       R       BL-Lacertae  
2019-09-27       2458754.22772       R       S5_0716+71  
2019-09-28       2458755.36635       R       4C71-07     
2019-09-28       2458755.36863       R       4C71-07     
2019-09-28       2458755.34611       R       OJ248       
2019-09-28       2458755.34836       R       OJ248       
2019-09-28       2458755.35071       R       OJ287       
2019-09-28       2458755.35295       R       OJ287       
2019-09-28       2458755.35580       R       OJ49        
2019-09-28       2458755.35807       R       OJ49        
2019-09-28       2458755.34104       R       PKS0735+17  
2019-09-28       2458755.34331       R       PKS0735+17  
2019-09-28       2458755.37106       R       S4_0954+65  
2019-09-28       2458755.36127       R       S5_0716+71  
2019-09-28       2458755.36353       R       S5_0716+71  
2019-10-01       2458758.36588       R       3C66A       
2019-10-01       2458758.36814       R       3C66A       
2019-10-01       2458758.37117       R       AO0235+16   
2019-10-01       2458758.37343       R       AO0235+16   
2019-10-01       2458758.36052       R       ES2344+514  
2019-10-01       2458758.36279       R       ES2344+514  
2019-10-02       2458759.30520       R       3C66A       
2019-10-02       2458759.30748       R       3C66A       
2019-10-02       2458759.31064       R       AO0235+16   
2019-10-02       2458759.31289       R       AO0235+16   
2019-10-02       2458759.29993       R       ES2344+514  
2019-10-02       2458759.30222       R       ES2344+514  
2019-10-02       2458759.32181       R       OJ248       
2019-10-02       2458759.32414       R       OJ248       
2019-10-02       2458759.32650       R       OJ287       
2019-10-02       2458759.32877       R       OJ287       
2019-10-02       2458759.36044       R       OJ49        
2019-10-02       2458759.36270       R       OJ49        
2019-10-02       2458759.31669       R       PKS0735+17  
2019-10-02       2458759.31897       R       PKS0735+17  
2019-10-02       2458759.36843       R       S5_0716+71  
2019-10-02       2458759.37068       R       S5_0716+71  
2019-10-05       2458762.22757       R       3C454-3     
2019-10-05       2458762.25047       R       3C66A       
2019-10-05       2458762.25273       R       3C66A       
2019-10-05       2458762.25622       R       AO0235+16   
2019-10-05       2458762.22282       R       CTA102      
2019-10-05       2458762.22510       R       CTA102      
2019-10-05       2458762.24510       R       ES2344+514  
2019-10-05       2458762.24738       R       ES2344+514  
2019-10-05       2458762.21752       R       BL-Lacertae  
2019-10-05       2458762.21979       R       BL-Lacertae  
2019-10-07       2458764.35601       R       3C66A       
2019-10-07       2458764.35826       R       3C66A       
2019-10-07       2458764.36125       R       AO0235+16   
2019-10-07       2458764.36350       R       AO0235+16   
2019-10-07       2458764.35068       R       ES2344+514  
2019-10-07       2458764.35294       R       ES2344+514  
2019-10-07       2458764.37269       R       OJ248       
2019-10-07       2458764.37494       R       OJ248       
2019-10-07       2458764.37743       R       OJ287       
2019-10-07       2458764.37969       R       OJ287       
2019-10-07       2458764.36753       R       PKS0735+17  
2019-10-07       2458764.36979       R       PKS0735+17  
2019-10-08       2458765.22567       R       3C454-3     
2019-10-08       2458765.22792       R       3C454-3     
2019-10-08       2458765.24164       R       3C66A       
2019-10-08       2458765.24403       R       3C66A       
2019-10-08       2458765.26927       R       4C71-07     
2019-10-08       2458765.24753       R       AO0235+16   
2019-10-08       2458765.24993       R       AO0235+16   
2019-10-08       2458765.22091       R       CTA102      
2019-10-08       2458765.22318       R       CTA102      
2019-10-08       2458765.23624       R       ES2344+514  
2019-10-08       2458765.23851       R       ES2344+514  
2019-10-08       2458765.23093       R       BL-Lacertae  
2019-10-08       2458765.25874       R       OJ248       
2019-10-08       2458765.25395       R       PKS0735+17  
2019-10-08       2458765.25622       R       PKS0735+17  
2019-10-08       2458765.26412       R       S5_0716+71  
2019-10-08       2458765.26638       R       S5_0716+71  
2019-10-09       2458766.35243       R       3C66A       
2019-10-09       2458766.35471       R       3C66A       
2019-10-09       2458766.35764       R       AO0235+16   
2019-10-09       2458766.35990       R       AO0235+16   
2019-10-09       2458766.36876       R       OJ248       
2019-10-09       2458766.37102       R       OJ248       
2019-10-09       2458766.37336       R       OJ287       
2019-10-09       2458766.37562       R       OJ287       
2019-10-09       2458766.37841       R       OJ49        
2019-10-09       2458766.36367       R       PKS0735+17  
2019-10-09       2458766.36593       R       PKS0735+17  
2019-10-10       2458767.34782       R       3C66A       
2019-10-10       2458767.35010       R       3C66A       
2019-10-10       2458767.35304       R       AO0235+16   
2019-10-10       2458767.35530       R       AO0235+16   
2019-10-10       2458767.34241       R       ES2344+514  
2019-10-10       2458767.34475       R       ES2344+514  
2019-10-10       2458767.36417       R       OJ248       
2019-10-10       2458767.36644       R       OJ248       
2019-10-10       2458767.36880       R       OJ287       
2019-10-10       2458767.37105       R       OJ287       
2019-10-10       2458767.37389       R       OJ49        
2019-10-10       2458767.37616       R       OJ49        
2019-10-10       2458767.35906       R       PKS0735+17  
2019-10-10       2458767.36134       R       PKS0735+17  
2019-10-10       2458767.37955       R       S5_0716+71  
2019-10-10       2458767.38183       R       S5_0716+71  
2019-10-11       2458768.21161       R       3C454-3     
2019-10-11       2458768.21385       R       3C454-3     
2019-10-11       2458768.22753       R       3C66A       
2019-10-11       2458768.22979       R       3C66A       
2019-10-11       2458768.24995       R       4C71-07     
2019-10-11       2458768.23311       R       AO0235+16   
2019-10-11       2458768.23537       R       AO0235+16   
2019-10-11       2458768.20686       R       CTA102      
2019-10-11       2458768.20913       R       CTA102      
2019-10-11       2458768.22219       R       ES2344+514  
2019-10-11       2458768.22444       R       ES2344+514  
2019-10-11       2458768.21689       R       BL-Lacertae  
2019-10-11       2458768.37039       R       OJ248       
2019-10-11       2458768.37265       R       OJ248       
2019-10-11       2458768.37515       R       OJ287       
2019-10-11       2458768.37740       R       OJ287       
2019-10-11       2458768.23936       R       PKS0735+17  
2019-10-11       2458768.24478       R       S5_0716+71  
2019-10-11       2458768.24704       R       S5_0716+71  
2019-10-12       2458769.34760       R       3C66A       
2019-10-12       2458769.34987       R       3C66A       
2019-10-12       2458769.35289       R       AO0235+16   
2019-10-12       2458769.35514       R       AO0235+16   
2019-10-12       2458769.36435       R       OJ248       
2019-10-12       2458769.36661       R       OJ248       
2019-10-12       2458769.36910       R       OJ287       
2019-10-12       2458769.37135       R       OJ287       
2019-10-12       2458769.37432       R       OJ49        
2019-10-12       2458769.37656       R       OJ49        
2019-10-12       2458769.35917       R       PKS0735+17  
2019-10-12       2458769.36142       R       PKS0735+17  
2019-10-15       2458772.33448       R       3C66A       
2019-10-15       2458772.33675       R       3C66A       
2019-10-15       2458772.36900       R       4C71-07     
2019-10-15       2458772.37127       R       4C71-07     
2019-10-15       2458772.34831       R       OJ248       
2019-10-15       2458772.35056       R       OJ248       
2019-10-15       2458772.35306       R       OJ287       
2019-10-15       2458772.35530       R       OJ287       
2019-10-15       2458772.35825       R       OJ49        
2019-10-15       2458772.36051       R       OJ49        
2019-10-15       2458772.34311       R       PKS0735+17  
2019-10-15       2458772.34537       R       PKS0735+17  
2019-10-15       2458772.37385       R       S4_0954+65  
2019-10-15       2458772.37610       R       S4_0954+65  
2019-10-15       2458772.36387       R       S5_0716+71  
2019-10-15       2458772.36611       R       S5_0716+71  
2019-10-16       2458773.14069       R       3C454-3     
2019-10-16       2458773.14294       R       3C454-3     
2019-10-16       2458773.26238       R       3C66A       
2019-10-16       2458773.26465       R       3C66A       
2019-10-16       2458773.35374       R       3C66A       
2019-10-16       2458773.35602       R       3C66A       
2019-10-16       2458773.30061       R       4C71-07     
2019-10-16       2458773.30289       R       4C71-07     
2019-10-16       2458773.26855       R       AO0235+16   
2019-10-16       2458773.27081       R       AO0235+16   
2019-10-16       2458773.35904       R       AO0235+16   
2019-10-16       2458773.36128       R       AO0235+16   
2019-10-16       2458773.13595       R       CTA102      
2019-10-16       2458773.13821       R       CTA102      
2019-10-16       2458773.15126       R       ES2344+514  
2019-10-16       2458773.15353       R       ES2344+514  
2019-10-16       2458773.14596       R       BL-Lacertae  
2019-10-16       2458773.28002       R       OJ248       
2019-10-16       2458773.28227       R       OJ248       
2019-10-16       2458773.37043       R       OJ248       
2019-10-16       2458773.37269       R       OJ248       
2019-10-16       2458773.28478       R       OJ287       
2019-10-16       2458773.28704       R       OJ287       
2019-10-16       2458773.37517       R       OJ287       
2019-10-16       2458773.37741       R       OJ287       
2019-10-16       2458773.28998       R       OJ49        
2019-10-16       2458773.29223       R       OJ49        
2019-10-16       2458773.38037       R       OJ49        
2019-10-16       2458773.27483       R       PKS0735+17  
2019-10-16       2458773.27708       R       PKS0735+17  
2019-10-16       2458773.36529       R       PKS0735+17  
2019-10-16       2458773.36755       R       PKS0735+17  
2019-10-16       2458773.30546       R       S4_0954+65  
2019-10-16       2458773.29546       R       S5_0716+71  
2019-10-16       2458773.29772       R       S5_0716+71  
2019-10-17       2458774.13910       R       3C454-3     
2019-10-17       2458774.14134       R       3C454-3     
2019-10-17       2458774.15609       R       3C66A       
2019-10-17       2458774.15836       R       3C66A       
2019-10-17       2458774.34899       R       3C66A       
2019-10-17       2458774.35127       R       3C66A       
2019-10-17       2458774.16186       R       AO0235+16   
2019-10-17       2458774.35428       R       AO0235+16   
2019-10-17       2458774.35653       R       AO0235+16   
2019-10-17       2458774.13436       R       CTA102      
2019-10-17       2458774.13662       R       CTA102      
2019-10-17       2458774.14968       R       ES2344+514  
2019-10-17       2458774.15194       R       ES2344+514  
2019-10-17       2458774.27730       R       ES2344+514  
2019-10-17       2458774.27957       R       ES2344+514  
2019-10-17       2458774.14436       R       BL-Lacertae  
2019-10-17       2458774.36574       R       OJ248       
2019-10-17       2458774.36800       R       OJ248       
2019-10-17       2458774.37049       R       OJ287       
2019-10-17       2458774.37274       R       OJ287       
2019-10-17       2458774.37568       R       OJ49        
2019-10-17       2458774.36057       R       PKS0735+17  
2019-10-17       2458774.36282       R       PKS0735+17  
2019-10-17       2458774.16774       R       S5_0716+71  
2019-10-18       2458774.99611       R       3C345       
2019-10-18       2458774.99836       R       3C345       
2019-10-18       2458775.01122       R       3C371       
2019-10-18       2458775.01347       R       3C371       
2019-10-18       2458775.02201       R       3C454-3     
2019-10-18       2458775.02427       R       3C454-3     
2019-10-18       2458775.04628       R       3C66A       
2019-10-18       2458775.04854       R       3C66A       
2019-10-18       2458774.99138       R       4C38-41     
2019-10-18       2458774.99363       R       4C38-41     
2019-10-18       2458775.00601       R       4C51-37     
2019-10-18       2458775.00826       R       4C51-37     
2019-10-18       2458775.33117       R       4C71-07     
2019-10-18       2458775.33344       R       4C71-07     
2019-10-18       2458775.05159       R       AO0235+16   
2019-10-18       2458775.29910       R       AO0235+16   
2019-10-18       2458775.30135       R       AO0235+16   
2019-10-18       2458775.01726       R       CTA102      
