ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2021-06-02|14:52:15|3C273-20210602_145210-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1021.4713|1018.9060|R_Astrodon_2018|2459368.1196180554|180.0|21.0238|2.8585|38.9153|1.6071
2|2021-06-02|14:55:33|3C273-20210602_145532-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1021.4646|1018.8212|R_Astrodon_2018|2459368.121909722|180.0|20.8570|3.4590|38.1905|1.6331
3|2021-06-02|14:36:19|3C279-20210602_143613-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1029.8811|1027.7892|R_Astrodon_2018|2459368.1085532405|180.0|21.1601|3.0045|43.3776|1.4669
4|2021-06-02|14:39:37|3C279-20210602_143936-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1030.1617|1027.2989|R_Astrodon_2018|2459368.1108449074|180.0|21.1313|3.0329|42.747|1.4844
5|2021-06-02|15:34:34|3C345-20210602_153434-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1023.7593|1029.7751|R_Astrodon_2018|2459368.14900463|180.0|20.9965|2.5951|73.1413|1.0440
6|2021-06-02|15:37:52|3C345-20210602_153751-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1022.9120|1030.9632|R_Astrodon_2018|2459368.151296296|180.0|21.0212|2.4829|73.2993|1.0432
7|2021-06-02|15:50:26|3C371-20210602_155020-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1043.1733|1033.3520|R_Astrodon_2018|2459368.160023148|180.0|21.3617|3.2270|41.864|1.4932
8|2021-06-02|15:53:44|3C371-20210602_155343-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1044.0468|1033.5308|R_Astrodon_2018|2459368.162314815|180.0|21.2940|3.1927|41.9928|1.4896
9|2021-06-02|14:28:22|4C29-45-20210602_142817-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1016.0491|1028.2177|R_Astrodon_2018|2459368.1030324074|180.0|21.4063|2.8498|45.7084|1.4066
10|2021-06-02|14:31:40|4C29-45-20210602_143139-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1016.1707|1028.1923|R_Astrodon_2018|2459368.105324074|180.0|21.3543|2.9282|44.989|1.4243
