ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2021-04-05|13:51:33|4C71-07-20210405_135128-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1151.8457|1052.3367|R_Astrodon_2018|2459310.0774652776|180.0|21.4398|3.2833|39.0149|1.5857
2|2021-04-05|13:54:52|4C71-07-20210405_135452-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1150.2682|1052.4205|R_Astrodon_2018|2459310.0797685185|180.0|21.4490|3.1925|38.8406|1.5917
3|2021-04-05|13:20:42|OJ248-20210405_132037-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1038.3304|1025.8987|R_Astrodon_2018|2459310.056041667|180.0|21.0817|2.8408|64.9656|1.1073
4|2021-04-05|13:24:00|OJ248-20210405_132400-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1038.0702|1025.4650|R_Astrodon_2018|2459310.058333333|180.0|21.0918|2.8494|64.2129|1.1144
5|2021-04-05|13:27:45|OJ287-20210405_132745-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1019.6225|1024.8726|R_Astrodon_2018|2459310.0609375|180.0|21.6245|3.2356|68.2402|1.0800
6|2021-04-05|13:31:02|OJ287-20210405_133102-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1019.3255|1024.3563|R_Astrodon_2018|2459310.0632175924|180.0|21.6252|3.1609|67.4872|1.0859
7|2021-04-05|13:35:27|OJ49-20210405_133521-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1001.7266|1020.8598|R_Astrodon_2018|2459310.066284722|180.0|21.0634|2.8296|54.7059|1.2313
8|2021-04-05|13:38:44|OJ49-20210405_133844-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1001.7520|1020.3310|R_Astrodon_2018|2459310.068564815|180.0|21.0581|2.9274|54.0352|1.2419
9|2021-04-05|13:13:00|PKS0735+17-20210405_131255-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1012.7941|1025.5171|R_Astrodon_2018|2459310.050694444|180.0|21.4711|2.9762|53.4662|1.2511
10|2021-04-05|13:16:18|PKS0735+17-20210405_131618-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1012.6962|1024.8880|R_Astrodon_2018|2459310.052986111|180.0|21.4650|3.1173|52.7076|1.2637
