ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
11|2021-03-01|17:54:08|4C51-37-20210301_175403-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1012.1854|1065.6520|R_Astrodon_2018|2459275.245925926|180.0|21.1182|2.9614|26.7935|2.1777
12|2021-03-01|17:57:27|4C51-37-20210301_175726-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1012.8257|1064.8107|R_Astrodon_2018|2459275.2482291665|180.0|21.0708|3.2965|27.3018|2.1414
13|2021-03-01|15:26:19|4C71-07-20210301_152614-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1159.6578|1059.2096|R_Astrodon_2018|2459275.143275463|180.0|21.5081|2.9118|40.931|1.5232
14|2021-03-01|15:29:38|4C71-07-20210301_152938-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1157.9321|1058.4211|R_Astrodon_2018|2459275.145578704|180.0|21.4683|3.1546|40.8064|1.5270
15|2021-03-01|18:35:00|4C71-07-20210301_183455-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1097.6973|1082.0297|R_Astrodon_2018|2459275.2743055555|180.0|21.2060|2.6238|28.9222|2.0643
16|2021-03-01|18:38:19|4C71-07-20210301_183819-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1097.2255|1082.1636|R_Astrodon_2018|2459275.2766087963|180.0|21.3396|2.6431|28.6554|2.0817
17|2021-03-01|16:15:56|DA406-20210301_161551-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1005.2813|1105.1851|R_Astrodon_2018|2459275.1777314814|180.0|20.8016|3.5277|21.7341|2.6280
18|2021-03-01|16:19:15|DA406-20210301_161915-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1004.7040|1102.9659|R_Astrodon_2018|2459275.180034722|180.0|20.8924|3.3734|22.4008|2.5566
19|2021-03-01|16:24:02|KS1510-08-20210301_162357-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1083.7730|975.6880|R_Astrodon_2018|2459275.1833564816|180.0|20.5389|3.5854|21.5519|2.6582
20|2021-03-01|16:27:21|KS1510-08-20210301_162720-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1083.2784|974.6183|R_Astrodon_2018|2459275.1856597224|180.0|20.5467|3.4815|22.2633|2.5808
21|2021-03-01|15:42:45|Mkn421-20210301_154240-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1164.8779|1156.1140|R_Astrodon_2018|2459275.1546875|180.0|21.4279|2.8638|73.0163|1.0439
22|2021-03-01|15:46:05|Mkn421-20210301_154604-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1164.8597|1158.1826|R_Astrodon_2018|2459275.157002315|180.0|21.3848|2.5100|73.3588|1.0421
23|2021-03-01|17:39:26|Mkn501-20210301_173926-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.6564|1030.5490|R_Astrodon_2018|2459275.2357175928|180.0|21.0948|2.9830|31.2645|1.8962
24|2021-03-01|17:42:44|Mkn501-20210301_174243-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.2219|1029.8171|R_Astrodon_2018|2459275.238009259|180.0|21.0665|3.1786|31.8975|1.8632
25|2021-03-01|14:21:45|OJ248-20210301_142140-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1033.1489|1038.2960|R_Astrodon_2018|2459275.0984375|180.0|21.1658|2.4331|82.4607|1.0097
26|2021-03-01|14:25:03|OJ248-20210301_142502-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1032.9800|1037.5168|R_Astrodon_2018|2459275.1007291665|180.0|21.1846|2.3239|81.7074|1.0116
27|2021-03-01|18:11:35|OJ248-20210301_181130-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1022.9419|1023.1453|R_Astrodon_2018|2459275.2580439816|180.0|20.7034|2.8877|30.3893|1.9958
28|2021-03-01|18:14:53|OJ248-20210301_181453-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1024.2014|1023.4221|R_Astrodon_2018|2459275.260335648|180.0|20.7309|2.8970|29.6576|2.0407
29|2021-03-01|14:28:56|OJ287-20210301_142856-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1015.9817|1026.1870|R_Astrodon_2018|2459275.103425926|180.0|21.7032|2.2200|84.9784|1.0045
30|2021-03-01|14:32:13|OJ287-20210301_143213-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1016.1176|1025.0464|R_Astrodon_2018|2459275.1057060184|180.0|21.6952|2.4145|84.3873|1.0055
31|2021-03-01|18:18:38|OJ287-20210301_181838-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1020.5342|1010.4285|R_Astrodon_2018|2459275.262939815|180.0|21.3989|2.9990|33.1323|1.8469
32|2021-03-01|18:21:55|OJ287-20210301_182155-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1021.3836|1011.0320|R_Astrodon_2018|2459275.2652199073|180.0|21.3519|2.7111|32.3879|1.8849
33|2021-03-01|15:09:55|OJ49-20210301_150950-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1023.2394|1020.7656|R_Astrodon_2018|2459275.131886574|180.0|21.1754|2.1724|62.9079|1.1270
34|2021-03-01|15:13:13|OJ49-20210301_151313-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1023.2007|1019.2168|R_Astrodon_2018|2459275.134178241|180.0|21.1696|2.2154|62.333|1.1329
35|2021-03-01|14:13:52|PKS0735+17-20210301_141347-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1054.7631|1034.8162|R_Astrodon_2018|2459275.092962963|180.0|21.6249|2.3390|70.953|1.0606
36|2021-03-01|14:17:11|PKS0735+17-20210301_141710-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1054.4261|1033.8947|R_Astrodon_2018|2459275.095266204|180.0|21.6157|2.4411|70.2116|1.0656
37|2021-03-01|15:33:34|S4_0954+65-20210301_153334-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1144.8662|1051.3018|R_Astrodon_2018|2459275.1483101854|180.0|21.0323|2.4232|47.8151|1.3465
38|2021-03-01|15:36:51|S4_0954+65-20210301_153651-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1144.0033|1050.7256|R_Astrodon_2018|2459275.1505902777|180.0|20.9545|2.6473|47.7775|1.3474
39|2021-03-01|18:42:14|S4_0954+65-20210301_184213-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1106.8320|1049.6953|R_Astrodon_2018|2459275.279328704|180.0|20.9017|2.4094|36.7733|1.6707
40|2021-03-01|18:45:31|S4_0954+65-20210301_184531-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1106.1187|1049.8010|R_Astrodon_2018|2459275.281608796|180.0|20.6839|2.3829|36.467|1.6828
41|2021-03-01|15:18:40|S5_0716+71-20210301_151835-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1135.6784|1072.5586|R_Astrodon_2018|2459275.137962963|180.0|21.4921|2.7581|37.087|1.6557
42|2021-03-01|15:21:58|S5_0716+71-20210301_152157-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1133.7165|1071.8906|R_Astrodon_2018|2459275.14025463|180.0|21.4779|2.6782|36.8911|1.6632
43|2021-03-01|18:27:18|S5_0716+71-20210301_182712-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1077.0963|1117.1034|R_Astrodon_2018|2459275.2689583334|180.0|20.7704|3.2965|23.1193|2.5376
44|2021-03-01|18:30:36|S5_0716+71-20210301_183036-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1077.8996|1117.4715|R_Astrodon_2018|2459275.27125|180.0|21.0058|2.9163|22.8558|2.5649
45|2021-03-03|15:37:09|3C273-20210303_153704-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1050.8917|1018.6780|R_Astrodon_2018|2459277.1507986113|180.0|20.7822|3.5033|53.5384|1.2374
46|2021-03-03|15:40:27|3C273-20210303_154027-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1050.7757|1020.2000|R_Astrodon_2018|2459277.1530902777|180.0|20.7755|3.6255|54.1827|1.2276
47|2021-03-03|15:21:44|3C279-20210303_152139-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1062.4846|1019.2720|R_Astrodon_2018|2459277.1400925927|180.0|20.7598|3.5003|40.3437|1.5319
48|2021-03-03|15:25:02|3C279-20210303_152502-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1062.1865|1019.3702|R_Astrodon_2018|2459277.142384259|180.0|20.7340|3.6737|40.9927|1.5123
49|2021-03-03|15:14:01|4C29-45-20210303_151356-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1023.5863|1012.5998|R_Astrodon_2018|2459277.134733796|180.0|21.2904|3.1987|63.5527|1.1123
50|2021-03-03|15:17:19|4C29-45-20210303_151718-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1023.3069|1013.4710|R_Astrodon_2018|2459277.137025463|180.0|21.2463|3.2928|64.2704|1.1056
51|2021-03-03|14:49:55|4C71-07-20210303_144950-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1160.7568|1046.4857|R_Astrodon_2018|2459277.117997685|180.0|21.1702|3.0461|41.8234|1.4962
52|2021-03-03|14:53:15|4C71-07-20210303_145315-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1159.3422|1046.3010|R_Astrodon_2018|2459277.1203125|180.0|21.3451|2.9601|41.7362|1.4988
53|2021-03-03|20:54:33|DA406-20210303_205428-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1035.4444|1041.7759|R_Astrodon_2018|2459277.371215278|180.0|21.0372|3.4169|77.6127|1.0226
54|2021-03-03|20:57:51|DA406-20210303_205751-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1034.5274|1043.3096|R_Astrodon_2018|2459277.3735069446|180.0|20.9721|3.6437|77.9559|1.0214
55|2021-03-03|21:12:20|DA406-20210303_211215-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1019.0427|1028.7533|R_Astrodon_2018|2459277.383564815|180.0|21.0220|3.4997|79.0179|1.0181
56|2021-03-03|21:28:09|DA406-20210303_212804-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|908.0653|1165.3869|R_Astrodon_2018|2459277.3945486112|180.0|21.0301|3.1999|79.1893|1.0181
57|2021-03-03|15:06:18|Mkn421-20210303_150613-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1162.5118|1150.4194|R_Astrodon_2018|2459277.129375|180.0|21.2473|3.6577|69.2937|1.0664
58|2021-03-03|15:09:36|Mkn421-20210303_150936-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1161.9665|1151.8545|R_Astrodon_2018|2459277.131666667|180.0|21.2465|4.1574|69.7821|1.0631
59|2021-03-03|14:19:06|OJ248-20210303_141901-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1034.5555|1038.6375|R_Astrodon_2018|2459277.096597222|180.0|21.0101|3.8048|81.2703|1.0129
60|2021-03-03|14:22:24|OJ248-20210303_142224-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1033.6662|1037.9636|R_Astrodon_2018|2459277.098888889|180.0|20.9547|3.8596|80.5164|1.0151
61|2021-03-03|14:26:10|OJ287-20210303_142609-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1015.4829|1027.9779|R_Astrodon_2018|2459277.1015046295|180.0|21.4911|3.7531|84.0439|1.0062
62|2021-03-03|14:29:27|OJ287-20210303_142927-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1015.7732|1026.8655|R_Astrodon_2018|2459277.1037847223|180.0|21.4822|3.5866|83.399|1.0075
63|2021-03-03|14:33:51|OJ49-20210303_143346-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|999.6685|1016.6274|R_Astrodon_2018|2459277.1068402776|180.0|21.0288|3.2244|67.2677|1.0866
64|2021-03-03|14:37:10|OJ49-20210303_143710-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1000.2107|1015.1786|R_Astrodon_2018|2459277.1091435184|180.0|21.0250|3.2390|66.8163|1.0904
65|2021-03-03|15:29:29|ON231-20210303_152924-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|978.3317|1026.2636|R_Astrodon_2018|2459277.145474537|180.0|21.0690|3.7383|62.2099|1.1253
66|2021-03-03|15:32:46|ON231-20210303_153246-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|979.0405|1027.4899|R_Astrodon_2018|2459277.1477546296|180.0|21.0541|3.7455|62.934|1.1181
67|2021-03-03|14:11:26|PKS0735+17-20210303_141121-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1015.5097|1019.7519|R_Astrodon_2018|2459277.091273148|180.0|21.5087|3.4673|69.7378|1.0689
68|2021-03-03|14:14:44|PKS0735+17-20210303_141444-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1015.2097|1019.5048|R_Astrodon_2018|2459277.093564815|180.0|21.5160|3.4295|68.9963|1.0742
69|2021-03-03|14:58:24|S4_0954+65-20210303_145824-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1152.4644|1101.9692|R_Astrodon_2018|2459277.123888889|180.0|20.8773|2.9573|47.8696|1.3449
70|2021-03-03|15:01:41|S4_0954+65-20210303_150141-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1153.5691|1103.2381|R_Astrodon_2018|2459277.1261689817|180.0|20.8962|2.5936|47.8875|1.3445
71|2021-03-03|14:42:26|S5_0716+71-20210303_144221-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1143.1100|1062.0129|R_Astrodon_2018|2459277.112800926|180.0|21.3306|2.9161|38.6459|1.5987
72|2021-03-03|14:45:44|S5_0716+71-20210303_144544-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1141.2836|1061.2395|R_Astrodon_2018|2459277.115092593|180.0|21.2866|3.0228|38.4767|1.6046
73|2021-03-07|12:08:45|3C66A-20210307_120840-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1055.9190|1046.9764|R_Astrodon_2018|2459281.006076389|180.0|21.6096|2.9947|28.015|2.1425
74|2021-03-07|12:12:04|3C66A-20210307_121204-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1056.5495|1047.4892|R_Astrodon_2018|2459281.00837963|180.0|21.6010|2.8286|27.412|2.1861
75|2021-03-07|12:00:55|AO0235+16-20210307_120049-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1006.6389|1046.8626|R_Astrodon_2018|2459281.000636574|180.0|21.6768|2.7334|27.333|2.1994
76|2021-03-07|12:04:13|AO0235+16-20210307_120413-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1007.4738|1047.5279|R_Astrodon_2018|2459281.0029282407|180.0|21.6620|2.7917|26.5805|2.2571
77|2021-03-07|12:25:55|OJ248-20210307_122549-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1026.9564|1022.0619|R_Astrodon_2018|2459281.0179976854|180.0|21.2913|2.7932|76.3412|1.0272
78|2021-03-07|12:29:13|OJ248-20210307_122912-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1026.4507|1023.5203|R_Astrodon_2018|2459281.0202893517|180.0|21.2876|2.9000|77.0959|1.0241
79|2021-03-07|12:33:06|OJ287-20210307_123305-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1025.0466|1018.0910|R_Astrodon_2018|2459281.022986111|180.0|21.8013|3.3102|71.9605|1.0492
80|2021-03-07|12:36:24|OJ287-20210307_123623-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1024.9705|1019.4569|R_Astrodon_2018|2459281.0252777776|180.0|-9999.0000|-9999.0000|72.7131|1.0449
81|2021-03-07|12:17:59|PKS0735+17-20210307_121754-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1021.9748|1026.2637|R_Astrodon_2018|2459281.0124884257|180.0|21.6957|3.1111|83.2672|1.0066
82|2021-03-07|12:21:18|PKS0735+17-20210307_122117-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1020.6413|1028.2980|R_Astrodon_2018|2459281.0147916665|180.0|21.6948|2.9164|83.6344|1.0059
83|2021-03-10|19:21:31|3C273-20210310_192125-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|991.3895|1015.5694|R_Astrodon_2018|2459284.306608796|180.0|21.2821|2.0585|51.8124|1.2798
84|2021-03-10|19:24:49|3C273-20210310_192449-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|991.1146|1014.8886|R_Astrodon_2018|2459284.308900463|180.0|21.2607|1.9947|51.1478|1.2918
85|2021-03-10|19:05:35|3C279-20210310_190530-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|993.0661|1023.8815|R_Astrodon_2018|2459284.2955439813|180.0|21.3966|2.1308|53.7622|1.2451
86|2021-03-10|19:08:53|3C279-20210310_190852-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|993.2581|1023.0781|R_Astrodon_2018|2459284.297835648|180.0|21.3996|2.1424|53.28|1.2530
87|2021-03-10|20:01:44|3C345-20210310_200144-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1023.2583|1024.2788|R_Astrodon_2018|2459284.334537037|180.0|21.0462|2.2641|66.0661|1.0905
88|2021-03-10|20:05:02|3C345-20210310_200501-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1023.1914|1025.5221|R_Astrodon_2018|2459284.3368287035|180.0|21.0479|2.2635|66.5698|1.0865
89|2021-03-10|20:17:35|3C371-20210310_201730-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1004.8544|1051.3727|R_Astrodon_2018|2459284.3455439815|180.0|21.4672|2.5023|38.6143|1.5921
90|2021-03-10|20:20:54|3C371-20210310_202053-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1006.5241|1051.3835|R_Astrodon_2018|2459284.3478472224|180.0|21.4545|2.3936|38.8186|1.5853
91|2021-03-10|18:57:36|4C29-45-20210310_185731-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1018.4665|1016.0961|R_Astrodon_2018|2459284.29|180.0|21.4948|2.1458|59.0483|1.1710
92|2021-03-10|19:00:54|4C29-45-20210310_190054-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1018.0283|1015.5198|R_Astrodon_2018|2459284.292291667|180.0|21.4879|2.0983|58.3272|1.1801
93|2021-03-10|19:47:27|4C38-41-20210310_194722-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|977.9868|1033.3005|R_Astrodon_2018|2459284.3246180555|180.0|21.3292|2.1782|65.9386|1.0913
94|2021-03-10|19:50:45|4C38-41-20210310_195045-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|978.8120|1034.0307|R_Astrodon_2018|2459284.3269097223|180.0|21.3224|2.3389|66.492|1.0868
95|2021-03-10|20:09:38|4C51-37-20210310_200933-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1012.4209|1032.1326|R_Astrodon_2018|2459284.3400231483|180.0|21.5861|2.0987|51.7578|1.2664
96|2021-03-10|20:12:56|4C51-37-20210310_201256-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1013.3976|1032.5009|R_Astrodon_2018|2459284.3423148147|180.0|21.5968|2.1769|52.166|1.2596
97|2021-03-10|14:16:23|4C71-07-20210310_141617-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1163.8866|1049.9452|R_Astrodon_2018|2459284.094710648|180.0|21.5475|2.5412|41.9689|1.4919
98|2021-03-10|14:19:42|4C71-07-20210310_141942-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1162.4598|1049.1960|R_Astrodon_2018|2459284.097013889|180.0|21.5433|2.5498|41.8905|1.4942
99|2021-03-10|18:34:47|4C71-07-20210310_183442-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1094.2299|1083.4360|R_Astrodon_2018|2459284.2741550924|180.0|21.5041|2.8449|26.0642|2.2714
100|2021-03-10|18:38:06|4C71-07-20210310_183805-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1093.8417|1083.8780|R_Astrodon_2018|2459284.2764583332|180.0|21.5114|2.9089|25.7924|2.2935
101|2021-03-10|19:30:45|DA406-20210310_193040-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1180.6730|1152.2506|R_Astrodon_2018|2459284.3130208333|180.0|21.4720|2.2622|68.6379|1.0702
102|2021-03-10|19:34:03|DA406-20210310_193403-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1180.5845|1153.3689|R_Astrodon_2018|2459284.3153125|180.0|21.4634|2.1494|69.2568|1.0659
103|2021-03-10|19:39:01|KS1510-08-20210310_193856-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1063.9843|1029.0271|R_Astrodon_2018|2459284.318761574|180.0|21.2855|2.4467|57.2108|1.1892
